t earth_x earth_y moon_x moon_y spacecraft_x spacecraft_y
0 -4668173 -1 379733827 101 -7199865 -6055040
50 -4668173 -1 379733827 101 -6691732 -6254453
100 -4668173 -1 379733827 101 -6176556 -6432088
150 -4668173 -1 379733827 101 -5656212 -6587659
200 -4668173 -1 379733827 101 -5132569 -6721184
250 -4668173 -1 379733827 101 -4607436 -6832969
300 -4668173 -1 379733827 101 -4082507 -6923570
350 -4668173 -1 379733827 101 -3559325 -6993758
400 -4668173 -1 379733827 101 -3039254 -7044467
450 -4668173 -1 379733826 101 -2523474 -7076748
500 -4668173 -1 379733826 101 -2012969 -7091728
550 -4668173 -1 379733826 101 -1508546 -7090569
600 -4668173 -1 379733826 101 -1010838 -7074437
650 -4668173 -1 379733826 101 -520329 -7044476
700 -4668173 -1 379733826 101 -37366 -7001791
750 -4668173 -1 379733826 101 437818 -6947434
800 -4668173 -1 379733826 101 905086 -6882395
850 -4668173 -1 379733826 101 1364382 -6807601
900 -4668173 -1 379733825 101 1815715 -6723907
950 -4668173 -1 379733825 101 2259147 -6632107
1000 -4668173 -1 379733825 101 2694782 -6532925
1050 -4668173 -1 379733825 101 3122753 -6427028
1100 -4668173 -1 379733825 101 3543218 -6315024
1150 -4668173 -1 379733825 101 3956354 -6197464
1200 -4668173 -1 379733824 101 4362348 -6074855
1250 -4668173 -1 379733824 101 4761396 -5947654
1300 -4668173 -1 379733824 101 5153697 -5816278
1350 -4668173 -1 379733824 101 5539454 -5681106
1400 -4668173 -1 379733824 101 5918866 -5542483
1450 -4668173 -1 379733823 101 6292134 -5400721
1500 -4668173 -1 379733823 101 6659452 -5256105
1550 -4668173 -1 379733823 101 7021013 -5108895
1600 -4668173 -1 379733823 101 7377001 -4959326
1650 -4668173 -1 379733823 101 7727600 -4807615
1700 -4668173 -1 379733822 101 8072982 -4653956
1750 -4668173 -1 379733822 101 8413319 -4498529
1800 -4668173 -1 379733822 101 8748773 -4341497
1850 -4668173 -1 379733821 101 9079500 -4183011
1900 -4668173 -1 379733821 101 9405653 -4023206
1950 -4668173 -1 379733821 101 9727377 -3862209
2000 -4668173 -1 379733821 101 10044811 -3700133
2050 -4668173 -1 379733820 101 10358089 -3537085
2100 -4668173 -1 379733820 101 10667341 -3373162
2150 -4668173 -1 379733820 101 10972688 -3208451
2200 -4668173 -1 379733819 101 11274251 -3043035
2250 -4668173 -1 379733819 101 11572141 -2876989
2300 -4668173 -1 379733819 101 11866469 -2710383
2350 -4668173 -1 379733818 101 12157338 -2543280
2400 -4668173 -1 379733818 101 12444849 -2375739
2450 -4668173 -1 379733818 101 12729098 -2207816
2500 -4668173 -1 379733817 101 13010178 -2039559
2550 -4668173 -1 379733817 101 13288176 -1871016
2600 -4668173 -1 379733816 101 13563178 -1702229
2650 -4668173 -1 379733816 101 13835267 -1533239
2700 -4668173 -1 379733816 101 14104519 -1364082
2750 -4668173 -1 379733815 101 14371011 -1194792
2800 -4668173 -1 379733815 101 14634816 -1025402
2850 -4668173 -1 379733814 101 14896003 -855939
2900 -4668173 -1 379733814 101 15154639 -686432
2950 -4668173 -1 379733813 101 15410788 -516906
3000 -4668173 -1 379733813 101 15664514 -347384
3050 -4668173 -1 379733813 101 15915876 -177888
3100 -4668173 -1 379733812 101 16164932 -8438
3150 -4668173 -1 379733812 101 16411737 160947
3200 -4668173 -1 379733811 101 16656345 330249
3250 -4668173 -1 379733811 101 16898808 499453
3300 -4668173 -1 379733810 101 17139175 668542
3350 -4668173 -1 379733810 101 17377496 837504
3400 -4668173 -1 379733809 101 17613815 1006326
3450 -4668173 -1 379733809 101 17848179 1174994
3500 -4668173 -1 379733808 101 18080630 1343498
3550 -4668173 -1 379733808 101 18311211 1511827
3600 -4668173 -1 379733807 101 18539963 1679972
3650 -4668173 -1 379733806 101 18766923 1847923
3700 -4668173 -1 379733806 101 18992131 2015673
3750 -4668173 -1 379733805 101 19215623 2183212
3800 -4668173 -1 379733805 101 19437435 2350535
3850 -4668173 -1 379733804 101 19657601 2517634
3900 -4668173 -1 379733804 101 19876155 2684504
3950 -4668173 -1 379733803 101 20093128 2851137
4000 -4668173 -1 379733802 101 20308553 3017530
4050 -4668173 -1 379733802 101 20522459 3183677
4100 -4668173 -1 379733801 101 20734877 3349573
4150 -4668173 -1 379733801 101 20945834 3515214
4200 -4668173 -1 379733800 101 21155358 3680597
4250 -4668173 -1 379733799 101 21363478 3845718
4300 -4668173 -1 379733799 101 21570218 4010573
4350 -4668173 -1 379733798 101 21775604 4175160
4400 -4668173 -1 379733797 101 21979660 4339475
4450 -4668173 -1 379733797 101 22182412 4503517
4500 -4668173 -1 379733796 101 22383882 4667282
4550 -4668173 -1 379733795 101 22584093 4830770
4600 -4668173 -1 379733795 101 22783067 4993977
4650 -4668173 -1 379733794 101 22980826 5156902
4700 -4668173 -1 379733793 101 23177390 5319544
4750 -4668173 -1 379733793 101 23372779 5481901
4800 -4668173 -1 379733792 101 23567015 5643972
4850 -4668173 -1 379733791 101 23760116 5805756
4900 -4668173 -1 379733790 101 23952100 5967252
4950 -4668173 -1 379733790 101 24142986 6128460
